scaffold	free	dip	tri	tet	d_dip	d_tri	d_tet
scaffold_1	26.481473	15.722103	23.550591	21.305980	10.759370	2.930882	5.175493
scaffold_2	188.306814	42.918293	127.405754	182.369666	145.388521	60.901060	5.937148
scaffold_3	92.650097	-0.787999	33.549295	56.917299	93.438096	59.100802	35.732798
scaffold_4	38.479574	21.994892	16.375773	16.054523	16.484682	22.103801	22.425051
scaffold_5	1044.400242	889.247507	417.921479	587.011942	155.152735	626.478763	457.388300
scaffold_6	1549.368415	1337.027193	605.656948	914.915658	212.341221	943.711466	634.452757
scaffold_7	30476.085723	62.052999	86.681528	140.477915	30414.032724	30389.404195	30335.607808
scaffold_8	283.136211	92.750454	164.602201	272.861212	190.385757	118.534010	10.274999
scaffold_9	5466.343028	2334.175636	5307.431094	3193.580611	3132.167392	158.911934	2272.762418
scaffold_10	1608.618425	1483.588803	590.165725	911.831852	125.029622	1018.452701	696.786573
scaffold_11	2550.237685	2492.057614	860.887659	1399.364675	58.180071	1689.350025	1150.873010
scaffold_12	396.269445	272.664327	156.260369	209.549759	123.605118	240.009076	186.719686
scaffold_13	88.651920	-2.473707	23.656904	70.478371	91.125627	64.995015	18.173548
scaffold_14	1645.292614	1540.588827	538.000339	922.025331	104.703787	1107.292275	723.267283
scaffold_15	1649.713241	1430.804201	725.456939	976.079801	218.909039	924.256302	673.633439
scaffold_16	116.808821	-0.819865	24.475874	86.040981	117.628685	92.332946	30.767840
scaffold_17	1064.834043	963.432987	433.890174	594.617700	101.401056	630.943869	470.216343
scaffold_18	1090.258344	703.272366	444.539278	719.468023	386.985978	645.719066	370.790321
scaffold_19	8582.548780	8392.140224	3372.082880	4859.757761	190.408556	5210.465899	3722.791019
scaffold_20	1716.842897	1575.154944	602.758263	997.522025	141.687953	1114.084634	719.320872
scaffold_21	3318.406718	3211.117683	1057.988387	1789.869413	107.289035	2260.418331	1528.537305
scaffold_22	780.694801	598.753070	323.885497	498.719188	181.941731	456.809304	281.975613
