scaffold	free	dip	tri	tet	d_dip	d_tri	d_tet
scaffold_1	2837.024934	703.030706	1512.895049	2096.157884	2133.994228	1324.129885	740.867050
scaffold_2	2763.864876	873.116861	2253.816143	1326.745731	1890.748015	510.048733	1437.119145
scaffold_3	3179.578601	2488.230889	4058.398553	1836.907743	691.347712	-878.819952	1342.670858
scaffold_4	551.717437	357.358341	225.529739	311.714117	194.359096	326.187698	240.003321
scaffold_5	2188.258648	703.625557	1982.891077	855.441983	1484.633091	205.367571	1332.816665
scaffold_6	1412.336741	570.595375	1171.105751	1170.827004	841.741367	241.230991	241.509737
scaffold_7	4123.985309	419.131254	963.422306	2904.846051	3704.854056	3160.563003	1219.139259
scaffold_8	4251.506535	755.806725	1497.940813	4145.135605	3495.699810	2753.565722	106.370930
scaffold_9	11680.856374	174.276388	3282.150191	10794.989120	11506.579986	8398.706182	885.867254
scaffold_10	7405.242837	7067.630415	4526.655219	3787.741142	337.612422	2878.587618	3617.501695
scaffold_11	1907.763052	448.118518	1479.086471	1635.256755	1459.644534	428.676581	272.506297
scaffold_12	403.623338	329.453527	209.873778	234.919169	74.169811	193.749560	168.704169
scaffold_13	4394.868354	-110.252450	896.186558	3472.767246	4505.120804	3498.681796	922.101108
scaffold_14	1776.117928	1328.677576	661.028564	996.319209	447.440352	1115.089364	779.798719
scaffold_15	14576.742278	124.535884	5851.946231	12247.627773	14452.206394	8724.796046	2329.114504
scaffold_16	639.794411	73.768776	190.777869	560.888355	566.025635	449.016542	78.906056
scaffold_17	13331.065054	-1120.480165	938.539904	7386.142330	14451.545219	12392.525150	5944.922724
scaffold_18	10506.646664	10451.338932	2713.735074	3883.479375	55.307732	7792.911591	6623.167290
scaffold_19	12613.113859	2277.681453	11037.295194	4888.477375	10335.432405	1575.818664	7724.636484
scaffold_20	1620.768844	1550.178878	847.161797	895.243487	70.589967	773.607047	725.525358
scaffold_21	14897.230569	2275.025862	10807.690396	11900.105477	12622.204706	4089.540173	2997.125092
scaffold_22	433.809059	217.818968	387.716039	184.830886	215.990091	46.093019	248.978172
scaffold_23	728.373321	328.911558	416.132984	457.710433	399.461762	312.240337	270.662887
scaffold_24	537.235082	72.543288	161.696611	491.840730	464.691794	375.538471	45.394352
scaffold_25	493.530527	-50.847851	82.369054	355.135461	544.378378	411.161473	138.395066
scaffold_26	1258.799205	482.586220	443.703662	535.286223	776.212984	815.095542	723.512982
scaffold_27	17025.537943	5525.800543	13110.808947	2989.184051	11499.737400	3914.728996	14036.353892
scaffold_28	7908.105162	6761.399509	5127.854256	3437.629393	1146.705653	2780.250906	4470.475769
scaffold_29	420.188156	105.692152	339.320436	352.182870	314.496004	80.867720	68.005286
scaffold_30	77.063412	-4.617164	14.163813	58.498718	81.680576	62.899600	18.564695
scaffold_31	21913.611398	1825.233850	12585.134461	19385.106363	20088.377548	9328.476937	2528.505035
scaffold_32	3940.558211	-125.787272	846.918068	3136.554073	4066.345483	3093.640142	804.004137
scaffold_33	3967.534338	315.771476	1694.950554	2242.095429	3651.762862	2272.583784	1725.438909
scaffold_34	7024.540320	591.747318	3139.709849	3334.972286	6432.793002	3884.830471	3689.568034
scaffold_35	6464.053432	4548.766332	2784.124722	2778.285999	1915.287101	3679.928711	3685.767433
scaffold_36	3049.955800	1543.788148	2447.087184	1662.803291	1506.167652	602.868616	1387.152509
scaffold_37	1336.107341	16.509374	612.382679	1148.156528	1319.597967	723.724662	187.950813
scaffold_38	4926.829137	1612.413353	904.144652	876.247141	3314.415784	4022.684486	4050.581996
scaffold_39	1834.163055	-30.351723	242.220105	921.647910	1864.514779	1591.942950	912.515145
scaffold_40	4089.450392	3090.202864	2403.881764	2170.029184	999.247528	1685.568628	1919.421207
scaffold_41	668.468952	181.849902	512.822679	564.439601	486.619050	155.646273	104.029350
scaffold_42	841.567733	385.897503	297.222464	668.075119	455.670230	544.345269	173.492614
