scaffold	free	dip	tri	tet	d_dip	d_tri	d_tet
scaffold_1	1182.906032	1131.714724	675.123104	607.535811	51.191308	507.782928	575.370221
scaffold_2	2436.623714	2191.710964	1372.138211	1331.240924	244.912750	1064.485503	1105.382791
scaffold_3	313.378195	23.841575	148.961026	300.253434	289.536620	164.417170	13.124761
scaffold_4	1987.976735	1927.534143	981.600071	1073.847032	60.442593	1006.376665	914.129704
scaffold_5	8326.641020	8102.102374	3847.255915	4525.463601	224.538646	4479.385105	3801.177419
scaffold_6	1101.657970	1022.795773	623.401234	593.542711	78.862197	478.256736	508.115258
scaffold_7	1334.988576	1197.189759	876.814179	774.061142	137.798817	458.174397	560.927434
scaffold_8	1582.546618	1481.475833	930.774272	836.238939	101.070785	651.772346	746.307679
scaffold_9	1020.334846	981.606168	469.569654	580.960279	38.728678	550.765191	439.374567
scaffold_10	160.904970	16.100850	103.584119	128.979537	144.804120	57.320850	31.925433
scaffold_11	1400.446214	1242.327262	805.212959	776.064830	158.118952	595.233255	624.381383
scaffold_12	1241.812157	1150.069776	653.375944	650.223965	91.742382	588.436214	591.588192
scaffold_13	1010.568602	803.346070	555.194220	530.833140	207.222531	455.374382	479.735462
scaffold_14	1722.188650	1650.928922	760.376980	944.983590	71.259728	961.811669	777.205059
scaffold_15	1146.853610	971.432521	747.343711	698.935352	175.421089	399.509900	447.918258
scaffold_16	982.313198	966.891074	475.400182	505.144065	15.422125	506.913016	477.169134
scaffold_17	955.893435	879.087361	543.388808	536.663094	76.806074	412.504627	419.230341
scaffold_18	1140.214193	1076.449421	719.478610	621.153142	63.764772	420.735584	519.061051
scaffold_19	4016.609089	441.112298	2645.567330	3111.008362	3575.496791	1371.041759	905.600726
scaffold_20	843.132547	549.707252	365.998000	566.924858	293.425295	477.134547	276.207689
scaffold_21	915.324687	888.298442	400.121678	504.489730	27.026245	515.203010	410.834957
scaffold_22	663.785193	660.334876	298.793251	352.173246	3.450317	364.991942	311.611947
scaffold_23	997.846390	907.492133	473.013986	508.109451	90.354257	524.832404	489.736939
scaffold_24	1095.890597	994.380106	618.599882	589.534075	101.510491	477.290715	506.356522
scaffold_25	792.311243	738.543916	319.280649	420.144034	53.767326	473.030593	372.167208
scaffold_26	993.205886	867.058661	517.029352	511.794714	126.147225	476.176534	481.411171
scaffold_27	608.971518	520.058109	206.757702	301.204223	88.913409	402.213816	307.767295
scaffold_28	924.976400	818.719155	512.312208	478.824015	106.257246	412.664192	446.152385
scaffold_29	1076.089524	680.795961	794.664769	797.887430	395.293564	281.424756	278.202094
scaffold_30	8373.352883	8313.863262	3961.882512	4245.214518	59.489621	4411.470371	4128.138364
scaffold_31	801.785167	748.834155	434.427911	423.411515	52.951012	367.357256	378.373651
scaffold_32	875.099457	767.445767	461.255628	468.422410	107.653690	413.843829	406.677047
scaffold_33	1387.339347	1188.835221	892.035179	786.721561	198.504126	495.304168	600.617786
