scaffold	free	dip	tri	tet	d_dip	d_tri	d_tet
scaffold_1	1359.051890	-28.263062	494.346313	1003.229993	1387.314951	864.705577	355.821897
scaffold_2	1147.543994	28.754187	534.547101	937.049839	1118.789807	612.996893	210.494155
scaffold_3	1144.638376	-21.783003	418.505430	951.237868	1166.421380	726.132946	193.400508
scaffold_4	1072.513607	-87.245811	184.196598	763.123295	1159.759418	888.317009	309.390312
scaffold_5	3487.881376	2709.357591	2070.113208	1679.151309	778.523786	1417.768168	1808.730067
scaffold_6	657.622429	328.688554	342.911545	319.275280	328.933875	314.710885	338.347149
scaffold_7	2750.502365	-293.388814	351.301594	1839.075267	3043.891179	2399.200771	911.427098
scaffold_8	810.143416	102.783797	424.010663	693.933978	707.359619	386.132753	116.209438
scaffold_9	10864.126094	4994.170877	9680.049619	6431.849083	5869.955217	1184.076475	4432.277011
scaffold_10	7997.920250	3029.351907	6660.106276	3966.855761	4968.568343	1337.813974	4031.064489
scaffold_11	3534.773160	2746.482044	1226.833865	1967.874054	788.291115	2307.939294	1566.899105
scaffold_12	712.014398	41.489402	237.248918	513.162009	670.524996	474.765481	198.852389
scaffold_13	111193.762970	272.071343	497.917503	934.704367	110921.691627	110695.845467	110259.058602
scaffold_14	852.624448	501.748226	402.321074	709.053614	350.876222	450.303374	143.570834
scaffold_15	20160.543041	1590.655911	11160.188122	18429.936021	18569.887130	9000.354919	1730.607019
scaffold_16	609.902034	-39.511751	151.387457	474.565954	649.413785	458.514577	135.336080
scaffold_17	1619.917082	1017.650394	1053.882833	997.505700	602.266688	566.034249	622.411382
scaffold_18	17329.363465	8533.317591	10223.339269	14523.288387	8796.045874	7106.024196	2806.075078
scaffold_19	10432.974531	8509.527965	6234.513258	6279.590944	1923.446566	4198.461272	4153.383586
scaffold_20	2551.743807	1843.982564	1276.108797	1432.905211	707.761242	1275.635010	1118.838596
scaffold_21	5963.336183	1897.757525	2940.394381	4414.310959	4065.578658	3022.941802	1549.025224
scaffold_22	1474.450726	94.838633	366.333875	851.711551	1379.612092	1108.116850	622.739174
scaffold_23	1342.027213	-83.337838	321.772262	1032.965596	1425.365051	1020.254951	309.061617
scaffold_24	1975.566353	915.586003	713.841507	859.578821	1059.980349	1261.724846	1115.987532
scaffold_25	5112.245139	4739.530077	3948.603033	2878.589519	372.715062	1163.642106	2233.655620
scaffold_26	721.220514	6.322736	300.532444	582.627226	714.897778	420.688071	138.593288
scaffold_27	3471.353760	2398.832692	1467.598371	2259.952631	1072.521068	2003.755390	1211.401129
scaffold_28	3015.500004	-222.933206	528.238808	2289.440356	3238.433209	2487.261196	726.059647
scaffold_29	471.176162	-6.142422	181.845040	379.488851	477.318584	289.331122	91.687312
scaffold_30	503.628646	65.036427	348.678701	407.324248	438.592219	154.949945	96.304398
scaffold_31	5468.730045	1341.205162	5154.510773	1428.966254	4127.524882	314.219272	4039.763791
scaffold_32	938.999306	12.427134	424.237091	787.257829	926.572171	514.762215	151.741477
scaffold_33	8480.160047	7554.776144	3736.617741	4699.555584	925.383903	4743.542306	3780.604463
scaffold_34	11932.764908	11300.662782	4910.061201	6682.053985	632.102127	7022.703707	5250.710923
scaffold_35	917.953308	532.481992	663.689937	291.699405	385.471315	254.263370	626.253903
scaffold_36	1131.665401	-41.353275	343.815909	943.979144	1173.018676	787.849492	187.686257
scaffold_37	548.823046	-43.580184	120.591995	352.679154	592.403230	428.231050	196.143891
scaffold_38	905.524311	635.328075	536.675488	595.756095	270.196236	368.848823	309.768216
scaffold_39	614.877391	426.784707	509.227663	440.711392	188.092684	105.649727	174.165998
scaffold_40	10148.874892	4251.218908	6745.907406	8414.855149	5897.655983	3402.967486	1734.019743
scaffold_41	416.025566	0.254012	166.656809	326.917847	415.771554	249.368757	89.107719
scaffold_42	1338.736245	1076.031002	809.753071	695.187170	262.705243	528.983173	643.549075
scaffold_43	3538.510499	35.931876	477.775223	1848.185614	3502.578623	3060.735276	1690.324885
scaffold_44	1048.867852	513.052267	631.073335	435.104137	535.815585	417.794517	613.763715
scaffold_45	6091.803374	-128.971951	2040.567243	5162.637287	6220.775326	4051.236132	929.166088
scaffold_46	774.513016	129.620275	242.482551	471.824802	644.892741	532.030466	302.688215
scaffold_47	3345.199541	2862.483526	1368.215230	1950.929741	482.716015	1976.984310	1394.269799
scaffold_48	909.474349	-77.029125	184.016623	680.319620	986.503474	725.457726	229.154729
scaffold_49	17840.210151	3897.212714	8753.689139	13583.106009	13942.997437	9086.521012	4257.104142
scaffold_50	1317.981136	-116.401074	150.518903	828.357724	1434.382210	1167.462233	489.623413
scaffold_51	9120.653438	5330.513704	8774.451791	4834.392081	3790.139733	346.201647	4286.261357
scaffold_52	802.635016	-17.845393	265.222520	692.667145	820.480409	537.412497	109.967871
scaffold_53	635.198203	-70.513449	115.475286	496.478618	705.711652	519.722918	138.719585
scaffold_54	1387.456480	22.868918	634.587142	1167.264228	1364.587561	752.869337	220.192252
scaffold_55	2699.283970	1376.605600	2032.820507	1933.717249	1322.678370	666.463464	765.566722
scaffold_56	1184.880719	505.349856	397.265966	835.417726	679.530862	787.614753	349.462993
scaffold_57	1603.399683	-20.937562	578.082318	1221.707225	1624.337245	1025.317365	381.692457
scaffold_58	4103.858610	-23.562634	1612.361503	3299.182067	4127.421244	2491.497107	804.676542
scaffold_59	1737.485266	490.136430	1326.217859	1314.417293	1247.348836	411.267407	423.067973
scaffold_60	3501.736592	1391.294910	1364.395259	2366.038747	2110.441682	2137.341332	1135.697844
scaffold_61	3575.922848	1260.407939	1157.010255	2587.074302	2315.514909	2418.912593	988.848545
scaffold_62	383.039213	12.201048	157.734796	330.641387	370.838164	225.304417	52.397826
scaffold_63	8945.590832	7445.923937	2785.326821	5224.609851	1499.666895	6160.264010	3720.980981
scaffold_64	495.220771	1.040428	225.467667	372.135562	494.180343	269.753104	123.085209
scaffold_65	989.231845	792.574346	471.614572	407.032278	196.657500	517.617273	582.199567
scaffold_66	998.422341	860.729223	461.941951	522.186531	137.693117	536.480390	476.235810
