scaffold	free	dip	tri	tet	d_dip	d_tri	d_tet
scaffold_1	4382.783169	721.833246	1895.210578	4242.705114	3660.949923	2487.572592	140.078055
scaffold_2	890.379119	550.178006	874.384942	515.035833	340.201113	15.994178	375.343286
scaffold_3	4950.445183	3691.869740	3172.616229	1740.836726	1258.575443	1777.828954	3209.608457
scaffold_4	27646.054143	-1237.337272	6189.569468	22985.554525	28883.391415	21456.484675	4660.499618
scaffold_5	79944.004026	408.958994	1305.593116	1421.096381	79535.045032	78638.410911	78522.907645
scaffold_6	5366.050830	466.716197	439.081583	481.964588	4899.334632	4926.969247	4884.086241
scaffold_7	13574.805033	1102.423194	962.082277	517.960241	12472.381839	12612.722756	13056.844791
scaffold_8	2469.804261	2162.451738	1395.317225	1291.262996	307.352523	1074.487036	1178.541265
scaffold_9	1406.228523	656.281070	1301.909129	1070.540091	749.947453	104.319394	335.688432
scaffold_10	872.096115	-94.907722	126.316847	593.452609	967.003836	745.779268	278.643506
scaffold_11	527.585046	209.534298	311.551815	448.211541	318.050748	216.033231	79.373505
scaffold_12	324.243641	173.332368	194.088805	244.664511	150.911274	130.154836	79.579130
scaffold_13	9862.280932	9719.695184	5219.427252	4993.740669	142.585748	4642.853680	4868.540263
scaffold_14	1217.923457	230.726468	397.999512	791.017040	987.196989	819.923944	426.906417
scaffold_15	5621.739428	5114.052250	3548.019662	2959.507041	507.687178	2073.719766	2662.232387
scaffold_16	909.877717	718.335291	423.404682	402.809655	191.542425	486.473035	507.068062
scaffold_17	8451.967245	2.863576	1931.430188	6973.873986	8449.103668	6520.537057	1478.093259
scaffold_18	308.396586	116.913072	110.010579	168.149958	191.483514	198.386006	140.246628
scaffold_19	6745.005281	1191.845874	1088.354832	703.932928	5553.159407	5656.650449	6041.072353
scaffold_20	756.300090	451.028058	426.471531	644.762248	305.272032	329.828560	111.537842
scaffold_21	5767.612021	4029.218301	2327.096812	3087.915392	1738.393721	3440.515210	2679.696629
scaffold_22	536.588618	273.144317	299.462805	420.736582	263.444301	237.125813	115.852037
scaffold_23	470.806449	-56.885246	69.043330	324.632876	527.691695	401.763118	146.173573
scaffold_24	11033.271875	8728.497127	6146.436168	7420.586074	2304.774748	4886.835707	3612.685802
scaffold_25	1392.584726	1309.368298	912.194446	750.817732	83.216428	480.390280	641.766994
scaffold_26	5070.816758	10.605406	1805.857240	4453.997248	5060.211352	3264.959518	616.819510
scaffold_27	4323.992092	-63.763849	1742.965563	3690.263580	4387.755941	2581.026529	633.728512
scaffold_28	3178.867995	309.730781	289.728065	354.504666	2869.137214	2889.139930	2824.363329
scaffold_29	607.817354	-77.273982	93.436830	437.420441	685.091337	514.380524	170.396913
scaffold_30	1683.198805	1324.724181	1014.916806	1186.791849	358.474624	668.282000	496.406957
scaffold_31	2085.944640	1641.193283	708.725656	1314.249038	444.751357	1377.218983	771.695602
scaffold_32	1496.986115	103.680363	323.939119	1061.524129	1393.305752	1173.046996	435.461986
scaffold_33	1148.568007	80.504959	342.406584	1003.152439	1068.063049	806.161423	145.415568
scaffold_34	763.585862	122.110373	419.622117	716.067923	641.475489	343.963746	47.517939
scaffold_35	2066.751535	1803.281541	837.362664	1130.881544	263.469994	1229.388871	935.869991
scaffold_36	1190.165647	-108.253948	242.686726	839.299312	1298.419595	947.478921	350.866335
scaffold_37	1641.960972	1104.449016	1207.914247	1015.230181	537.511956	434.046725	626.730790
scaffold_38	1037.940914	745.057538	455.072446	437.131500	292.883375	582.868468	600.809414
scaffold_39	3610.278481	554.012374	1564.324064	3396.668942	3056.266107	2045.954416	213.609539
scaffold_40	737.715236	242.378713	536.574791	334.529107	495.336523	201.140445	403.186129
scaffold_41	998.699208	-113.889623	131.581838	647.133321	1112.588831	867.117370	351.565886
scaffold_42	1545.489957	73.571572	728.353406	1202.215475	1471.918385	817.136552	343.274482
scaffold_43	687.018646	326.159692	595.986191	420.999774	360.858954	91.032455	266.018872
scaffold_44	15469.652822	-1071.571950	1202.095449	8243.667245	16541.224772	14267.557373	7225.985577
scaffold_45	3246.020478	2206.811266	2254.489567	1180.661243	1039.209213	991.530911	2065.359235
scaffold_46	1859.713338	-62.944998	642.482586	1637.010046	1922.658336	1217.230752	222.703292
scaffold_47	4080.189393	1227.629469	3829.499765	989.431262	2852.559924	250.689628	3090.758131
scaffold_48	840.803848	128.864388	258.703060	605.885480	711.939460	582.100788	234.918368
scaffold_49	2037.404677	595.361296	1245.683806	1895.547710	1442.043381	791.720870	141.856966
scaffold_50	7196.465207	6863.943264	2763.869923	3966.527093	332.521942	4432.595284	3229.938113
scaffold_51	3072.130851	2334.681198	1484.028342	1106.240682	737.449653	1588.102509	1965.890169
scaffold_52	818.420038	190.607662	584.586214	761.302345	627.812377	233.833824	57.117694
scaffold_53	337.619897	264.941139	185.167072	235.581836	72.678758	152.452825	102.038061
scaffold_54	14705.666099	14174.772081	4202.479272	8438.431261	530.894018	10503.186827	6267.234838
scaffold_55	675.794597	569.628179	379.373545	351.176356	106.166418	296.421052	324.618241
scaffold_56	12594.688889	342.822423	5266.813797	10677.890766	12251.866466	7327.875092	1916.798123
scaffold_57	770.182610	375.111563	746.578849	821.088682	395.071047	23.603760	-50.906072
scaffold_58	2366.447851	1320.067495	1237.804884	634.162112	1046.380356	1128.642967	1732.285739
scaffold_59	636.417988	-90.039950	57.894600	415.417462	726.457938	578.523388	221.000526
scaffold_60	572.924530	56.584395	295.870602	541.082432	516.340135	277.053928	31.842098
scaffold_61	589.804089	374.841255	520.253515	317.928022	214.962834	69.550574	271.876067
scaffold_62	2320.477485	2315.824206	901.845429	1315.974295	4.653279	1418.632056	1004.503190
scaffold_63	749.559119	-74.268091	166.613042	571.788513	823.827210	582.946077	177.770606
scaffold_64	365.381517	279.599468	176.581908	254.293969	85.782049	188.799609	111.087548
scaffold_65	870.065247	-134.651225	83.957352	672.166165	1004.716472	786.107895	197.899082
scaffold_66	469.638491	261.327409	361.557116	142.978536	208.311082	108.081375	326.659955
scaffold_67	1354.671410	714.112544	446.145263	1043.329090	640.558867	908.526147	311.342320
scaffold_68	10826.048885	-821.334293	1857.434196	7049.493631	11647.383178	8968.614689	3776.555254
scaffold_69	729.784410	-91.389970	53.223430	424.297759	821.174379	676.560980	305.486651
scaffold_70	496.090383	313.203237	248.384518	284.354924	182.887146	247.705865	211.735458
scaffold_71	805.577136	471.392354	304.646564	453.174943	334.184782	500.930572	352.402193
scaffold_72	2893.999470	609.007772	793.869054	2653.473066	2284.991698	2100.130416	240.526404
scaffold_73	1247.471027	150.476374	569.042495	1215.028963	1096.994653	678.428532	32.442064
scaffold_74	2064.551024	67.647037	504.963118	1489.190882	1996.903987	1559.587906	575.360142
scaffold_75	800.131855	386.587529	754.914903	708.663751	413.544326	45.216952	91.468103
scaffold_76	2393.179524	-157.358447	289.393457	1320.689293	2550.537972	2103.786067	1072.490231
scaffold_77	493.330479	59.574122	210.449276	216.097038	433.756357	282.881203	277.233441
scaffold_78	929.789710	841.519116	508.921696	477.999702	88.270594	420.868014	451.790008
scaffold_79	3152.138573	1071.961558	696.191068	581.943670	2080.177015	2455.947505	2570.194903
scaffold_80	649.893777	343.353089	259.044240	453.059747	306.540688	390.849537	196.834030
scaffold_81	415.552736	-54.353638	40.573241	241.822057	469.906374	374.979495	173.730679
scaffold_82	427.830365	-52.613743	66.105035	295.719333	480.444108	361.725330	132.111032
scaffold_83	8113.628615	-193.818734	2971.985236	7252.484984	8307.447349	5141.643380	861.143631
scaffold_84	1734.677005	403.508240	1511.304541	813.094042	1331.168764	223.372464	921.582963
scaffold_85	1046.938503	459.300177	550.042570	977.747331	587.638327	496.895934	69.191172
scaffold_86	335.343648	202.517140	194.756972	246.305739	132.826508	140.586676	89.037909
scaffold_87	1082.353810	94.289831	319.032875	787.105401	988.063979	763.320934	295.248409
scaffold_88	19471.099837	2324.535486	2030.566361	1295.312963	17146.564351	17440.533476	18175.786873
scaffold_89	4205.738506	2872.959916	2910.385840	1438.386645	1332.778589	1295.352666	2767.351861
scaffold_90	3163.054114	-57.668895	643.438202	1497.366951	3220.723009	2519.615913	1665.687164
scaffold_91	7654.959066	1070.640794	4964.127567	6584.434073	6584.318272	2690.831499	1070.524994
scaffold_92	3767.344095	3441.229069	1369.568061	2116.628453	326.115027	2397.776034	1650.715642
scaffold_93	866.946510	581.766025	415.119437	451.437796	285.180485	451.827073	415.508714
scaffold_94	420.451650	291.974149	248.859419	331.892481	128.477501	171.592231	88.559169
scaffold_95	1807.789095	635.784017	1656.852052	1340.495099	1172.005078	150.937043	467.293996
scaffold_96	848.895418	-1.843262	353.789331	707.753830	850.738679	495.106087	141.141588
scaffold_97	4682.656600	994.652773	565.527877	688.850490	3688.003827	4117.128723	3993.806110
scaffold_98	6279.079520	1423.445245	4743.478200	5862.220961	4855.634275	1535.601320	416.858559
scaffold_99	778.932990	590.242768	398.809185	437.278684	188.690222	380.123805	341.654306
scaffold_100	597.007444	128.938502	250.600019	520.220321	468.068942	346.407425	76.787123
scaffold_101	1558.351364	314.809054	713.034170	1150.372423	1243.542310	845.317194	407.978941
scaffold_102	525.915018	-64.137388	38.692711	303.877315	590.052406	487.222307	222.037704
scaffold_103	481.913641	114.938069	173.818562	307.898447	366.975572	308.095079	174.015194
scaffold_104	1421.102284	786.463236	465.606151	880.469730	634.639048	955.496133	540.632555
scaffold_105	4660.267480	4254.640116	3347.375759	2308.727575	405.627364	1312.891721	2351.539905
scaffold_106	1802.563353	-63.066366	917.334352	1913.242572	1865.629719	885.229001	-110.679219
scaffold_107	761.611733	413.459231	243.214401	472.363895	348.152502	518.397332	289.247838
scaffold_108	439.243709	-51.566062	52.479456	299.799231	490.809771	386.764253	139.444477
scaffold_109	2232.925091	768.366028	1504.128734	1671.120295	1464.559063	728.796356	561.804796
scaffold_110	500.802649	-53.895780	67.153134	321.704699	554.698429	433.649515	179.097950
scaffold_111	317.693143	-39.519459	39.824439	220.406782	357.212602	277.868703	97.286361
scaffold_112	452.487044	365.073205	255.169559	238.196078	87.413839	197.317485	214.290966
scaffold_113	602.781907	-65.921148	64.954673	401.872425	668.703055	537.827234	200.909482
scaffold_114	4367.838875	-361.218181	776.474204	3010.966656	4729.057056	3591.364671	1356.872219
scaffold_115	4812.629075	426.815821	2682.329483	4480.181007	4385.813254	2130.299593	332.448068
scaffold_116	5666.233006	1572.236330	3148.643426	4812.759718	4093.996676	2517.589580	853.473288
scaffold_117	7967.155011	-693.282838	422.936877	4183.850703	8660.437849	7544.218134	3783.304308
