scaffold	free	dip	tri	tet	d_dip	d_tri	d_tet
scaffold_1	1323.000333	134.337087	380.043099	677.343897	1188.663246	942.957234	645.656436
scaffold_2	5495.163033	789.450871	3810.019024	4688.858969	4705.712162	1685.144009	806.304064
scaffold_3	3965.177598	-108.116741	1276.790729	3287.853523	4073.294339	2688.386868	677.324074
scaffold_4	1985.508313	-210.948468	343.415789	1469.076304	2196.456780	1642.092524	516.432009
scaffold_5	1127.475478	-78.670223	304.100225	871.202323	1206.145701	823.375253	256.273154
scaffold_6	13811.303815	-41.094250	2562.637579	9785.095034	13852.398065	11248.666235	4026.208780
scaffold_7	924.177220	104.882993	351.861052	754.951789	819.294227	572.316168	169.225431
scaffold_8	1397.907493	467.351546	1300.615658	886.125996	930.555947	97.291835	511.781497
scaffold_9	3114.424121	2113.936937	2257.546901	1213.358800	1000.487184	856.877220	1901.065321
scaffold_10	2591.893906	837.327104	2233.976417	970.113373	1754.566803	357.917489	1621.780533
scaffold_11	1000.294678	-96.841876	169.759405	693.303349	1097.136554	830.535273	306.991329
scaffold_12	454.294174	-51.491110	81.522310	324.006228	505.785285	372.771865	130.287947
scaffold_13	625.796512	405.107812	273.995930	335.566727	220.688700	351.800582	290.229785
scaffold_14	486.772220	-57.548454	65.463315	324.259095	544.320674	421.308905	162.513125
scaffold_15	1513.980450	-61.312007	423.288141	1286.534354	1575.292457	1090.692309	227.446096
scaffold_16	1933.679263	-124.859221	396.555698	1494.188112	2058.538484	1537.123565	439.491151
scaffold_17	3216.364820	-175.003871	769.698225	2672.866282	3391.368691	2446.666595	543.498538
scaffold_18	1510.496149	-106.892802	281.583407	1164.262708	1617.388951	1228.912741	346.233441
scaffold_19	5071.642394	-185.697264	989.985493	3696.958166	5257.339657	4081.656900	1374.684228
scaffold_20	608.539062	89.230218	386.767793	542.982509	519.308844	221.771270	65.556554
scaffold_21	1821.077308	256.917765	1130.502890	974.147574	1564.159543	690.574418	846.929734
scaffold_22	3157.029573	-195.329204	733.564477	2548.572176	3352.358777	2423.465096	608.457397
scaffold_23	350.123086	-8.699552	137.046485	302.354945	358.822638	213.076601	47.768141
scaffold_24	1563.819853	714.060671	1496.488015	1087.274937	849.759182	67.331838	476.544916
scaffold_25	538.931700	-13.021144	173.875780	475.751160	551.952843	365.055920	63.180539
scaffold_26	855.992313	-86.638061	199.250870	668.654876	942.630374	656.741442	187.337437
scaffold_27	686.477398	-57.785030	127.454024	492.477525	744.262428	559.023374	193.999873
scaffold_28	1166.165871	79.143333	685.454609	977.377897	1087.022537	480.711261	188.787973
scaffold_29	478.778907	-36.218294	118.033824	362.683535	514.997202	360.745083	116.095372
scaffold_30	3136.941928	2411.643084	2445.737672	1378.727564	725.298844	691.204256	1758.214364
scaffold_31	420.845807	-11.250344	136.985822	338.710001	432.096151	283.859985	82.135807
scaffold_32	1358.438431	-0.333673	599.466186	1151.947310	1358.772104	758.972245	206.491121
scaffold_33	676.640982	-71.604201	107.878192	470.873828	748.245183	568.762790	205.767154
scaffold_34	1494.136524	-10.474763	615.047606	1197.322910	1504.611287	879.088917	296.813613
scaffold_35	468.339175	-51.342252	77.559384	342.588049	519.681427	390.779790	125.751126
scaffold_36	833.276396	46.268693	272.256269	675.517668	787.007704	561.020127	157.758728
scaffold_37	1160.488799	74.632168	327.141728	752.923493	1085.856631	833.347071	407.565307
scaffold_38	1766.053072	-127.850468	393.172247	1392.909769	1893.903541	1372.880825	373.143304
scaffold_39	925.716169	-23.755086	321.566790	747.636864	949.471256	604.149379	178.079306
scaffold_40	355.909259	136.599373	330.523589	150.862666	219.309886	25.385670	205.046593
scaffold_41	1902.511563	34.343385	897.026562	1577.657715	1868.168178	1005.485001	324.853849
scaffold_42	842.817900	-96.198804	126.733664	595.677393	939.016704	716.084236	247.140508
scaffold_43	1726.442092	-46.167466	621.281516	1469.986163	1772.609558	1105.160576	256.455929
scaffold_44	986.292562	-100.056407	136.500299	688.651729	1086.348970	849.792263	297.640833
scaffold_45	1489.380965	-136.097648	178.279420	871.574179	1625.478612	1311.101545	617.806785
scaffold_46	627.248210	-13.169192	218.966534	433.419406	640.417402	408.281676	193.828804
scaffold_47	878.653959	-84.016842	220.949896	732.899316	962.670801	657.704064	145.754643
scaffold_48	11273.341000	164.504412	3745.286950	10250.847376	11108.836588	7528.054050	1022.493624
scaffold_49	1737.305034	-74.749434	498.047846	1486.502857	1812.054467	1239.257187	250.802176
scaffold_50	1094.962914	-77.250987	238.312939	864.074965	1172.213902	856.649975	230.887950
scaffold_51	259.229998	89.499368	84.862409	90.170355	169.730630	174.367589	169.059644
scaffold_52	973.493104	8.542371	446.396762	807.502140	964.950733	527.096342	165.990964
scaffold_53	1707.019569	-176.864873	109.852560	956.295722	1883.884442	1597.167009	750.723847
scaffold_54	1997.885998	-200.136048	272.610072	1432.709619	2198.022046	1725.275926	565.176379
scaffold_55	1313.309118	-47.833865	366.434331	1105.664019	1361.142983	946.874787	207.645099
scaffold_56	629.000345	-76.031470	84.539721	444.849916	705.031816	544.460625	184.150429
scaffold_57	8571.035337	-504.884895	1813.903435	6333.020651	9075.920233	6757.131903	2238.014686
scaffold_58	690.012557	552.177424	600.564845	432.107710	137.835133	89.447712	257.904848
scaffold_59	18668.371387	303.881956	939.638028	691.080541	18364.489431	17728.733359	17977.290846
scaffold_60	1018.065702	561.185005	477.813407	837.595228	456.880698	540.252295	180.470475
scaffold_61	724.498324	113.874041	486.953013	489.513108	610.624283	237.545310	234.985216
scaffold_62	276.320139	-6.079511	103.314498	209.142015	282.399650	173.005641	67.178124
scaffold_63	6926.227864	-37.582564	2703.596675	6208.308777	6963.810427	4222.631189	717.919087
scaffold_64	400.980024	-38.518656	81.555822	301.486524	439.498679	319.424202	99.493500
scaffold_65	1566.311386	-129.686881	256.990183	1173.836762	1695.998268	1309.321203	392.474625
scaffold_66	3995.921751	1279.943150	3476.663207	1452.768896	2715.978601	519.258544	2543.152855
scaffold_67	6547.091610	-112.409106	177.222324	748.321643	6659.500716	6369.869287	5798.769967
scaffold_68	888.019944	-89.806064	96.310718	497.242237	977.826008	791.709226	390.777707
scaffold_69	1854.964348	-207.511448	120.354887	1074.105484	2062.475796	1734.609461	780.858864
scaffold_70	626.910410	-75.719092	76.210729	427.000346	702.629501	550.699680	199.910064
scaffold_71	876.357756	-59.293273	184.468872	688.068661	935.651029	691.888885	188.289095
scaffold_72	2296.711978	411.320463	1843.353737	1094.271634	1885.391515	453.358241	1202.440344
scaffold_73	1654.159495	-74.734934	423.599493	1392.585676	1728.894430	1230.560002	261.573819
scaffold_74	1680.209831	-179.891416	192.748821	1148.700180	1860.101247	1487.461010	531.509651
scaffold_75	5217.871605	-221.175682	1511.748727	4365.384628	5439.047287	3706.122878	852.486977
scaffold_76	4072.082588	-273.512132	949.568667	3277.604461	4345.594720	3122.513921	794.478127
scaffold_77	1119.583570	-55.419852	284.323721	880.073837	1175.003422	835.259849	239.509733
scaffold_78	574.638469	-73.928009	31.453485	316.650429	648.566479	543.184984	257.988041
scaffold_79	881.756205	-3.245677	240.481764	685.956653	885.001882	641.274441	195.799552
scaffold_80	552.688832	354.554732	544.887888	348.672844	198.134100	7.800944	204.015987
scaffold_81	827.605996	-5.999145	346.296506	647.383938	833.605141	481.309490	180.222058
scaffold_82	333.203699	-5.464632	109.245305	286.068108	338.668331	223.958394	47.135591
scaffold_83	897.497117	-112.839418	53.699703	485.000589	1010.336535	843.797413	412.496528
scaffold_84	2083.916781	61.313686	1010.896016	1742.020387	2022.603096	1073.020765	341.896394
scaffold_85	1341.712183	658.847819	680.218565	766.866721	682.864365	661.493618	574.845463
scaffold_86	3783.856563	240.152982	1817.677058	3588.622614	3543.703581	1966.179506	195.233949
scaffold_87	3618.791211	-258.345870	673.102945	2792.467367	3877.137081	2945.688266	826.323845
scaffold_88	1028.246167	-74.808575	246.750380	811.490026	1103.054742	781.495787	216.756141
