scaffold	free	dip	tri	tet	d_dip	d_tri	d_tet
scaffold_1	7833.319946	1401.857108	4330.126989	5352.784100	6431.462838	3503.192956	2480.535846
scaffold_2	4957.440372	4518.624974	2295.270647	2299.554421	438.815397	2662.169725	2657.885950
scaffold_3	5944.034717	4640.175362	4513.825465	2390.833604	1303.859355	1430.209252	3553.201113
scaffold_4	8313.321046	7136.508323	3664.573497	3543.244122	1176.812723	4648.747548	4770.076924
scaffold_5	1628.637918	1376.005156	1390.625252	861.036868	252.632762	238.012666	767.601051
scaffold_6	3485.179152	920.976728	2560.276297	3064.426320	2564.202424	924.902855	420.752832
scaffold_7	4672.101922	4295.633180	2818.574739	2175.197707	376.468742	1853.527183	2496.904215
scaffold_8	4419.254838	-443.729402	268.006178	2505.989614	4862.984240	4151.248660	1913.265223
scaffold_9	353.262106	-17.553494	101.449146	284.506177	370.815600	251.812960	68.755929
scaffold_10	6247.850577	4460.220562	3114.925470	3019.843267	1787.630015	3132.925107	3228.007310
scaffold_11	7743.288951	3516.225013	4308.911781	6378.350890	4227.063938	3434.377170	1364.938061
scaffold_12	12922.275642	68.207792	888.222006	1459.369797	12854.067849	12034.053636	11462.905845
scaffold_13	2409.673119	1494.387388	1181.441891	1538.798086	915.285731	1228.231228	870.875033
scaffold_14	8275.899432	2451.700129	2439.239023	7450.484584	5824.199303	5836.660409	825.414848
scaffold_15	-nan	10174.318052	3676.327252	4562.258586	-nan	-nan	-nan
scaffold_16	15176.908518	5126.076143	11378.256796	5722.507223	10050.832376	3798.651723	9454.401296
scaffold_17	5576.007183	-53.669748	1923.472513	5023.476283	5629.676931	3652.534670	552.530899
scaffold_18	4708.332948	4481.940244	1589.121582	2771.478589	226.392704	3119.211366	1936.854359
scaffold_19	4837.118826	-91.462905	1154.909996	4085.940627	4928.581731	3682.208830	751.178199
scaffold_20	19068.821400	4741.417349	9936.398728	13536.936117	14327.404051	9132.422672	5531.885283
scaffold_21	3985.963767	-22.775000	1389.032705	3753.469464	4008.738768	2596.931062	232.494304
