chrom	length	bases	mean	min	max
scaffold_1	179448	5220417	29.09	0	127
scaffold_1_region	131311	3847278	29.30	0	82
scaffold_2	160235	56898679	355.10	0	7325
scaffold_2_region	2260	925581	409.55	66	1849
scaffold_3	151914	4622553	30.43	0	283
scaffold_3_region	89692	2660570	29.66	8	67
scaffold_4	148811	3637089	24.44	0	143
scaffold_4_region	108642	2684737	24.71	5	74
scaffold_5	135761	4189182	30.86	0	221
scaffold_5_region	89900	2623829	29.19	8	66
scaffold_6	129058	222045019	1720.51	0	5556
scaffold_6_region	34041	60347589	1772.79	38	4192
scaffold_7	126374	4819274	38.14	0	250
scaffold_7_region	79451	2794438	35.17	13	71
scaffold_8	123654	3856435	31.19	0	310
scaffold_8_region	60937	1813426	29.76	0	73
scaffold_9	121750	5097239	41.87	0	382
scaffold_9_region	71747	2669960	37.21	8	113
scaffold_10	121012	4842441	40.02	0	428
scaffold_10_region	58251	2121960	36.43	11	90
scaffold_11	116255	5095441	43.83	0	859
scaffold_11_region	71747	2854196	39.78	6	79
scaffold_12	111772	2777925	24.85	2	64
scaffold_12_region	80116	2015640	25.16	6	56
scaffold_13	111290	4413253	39.66	0	716
scaffold_13_region	86857	3102368	35.72	11	96
scaffold_14	108533	3345990	30.83	0	189
scaffold_14_region	75970	2328667	30.65	8	59
scaffold_15	107844	4190741	38.86	0	160
scaffold_15_region	75290	2859801	37.98	0	95
scaffold_16	107789	3509834	32.56	0	156
scaffold_16_region	78115	2426557	31.06	10	65
scaffold_17	107762	3285034	30.48	0	116
scaffold_17_region	72932	2192520	30.06	9	64
scaffold_18	107112	3822919	35.69	0	168
scaffold_18_region	81168	2905809	35.80	0	82
scaffold_19	105030	4622580	44.01	0	520
scaffold_19_region	62647	2346157	37.45	10	211
scaffold_20	103555	3039122	29.35	0	193
scaffold_20_region	65993	1707667	25.88	6	56
scaffold_21	102539	3082781	30.06	0	81
scaffold_21_region	12436	372193	29.93	3	64
scaffold_22	102017	3608605	35.37	0	223
scaffold_22_region	57671	2019825	35.02	12	79
scaffold_23	96844	3442873	35.55	11	271
scaffold_23_region	80828	2725299	33.72	11	61
scaffold_24	96817	3483846	35.98	0	131
scaffold_24_region	61728	2181993	35.35	10	93
scaffold_25	96613	2717590	28.13	8	55
scaffold_25_region	55020	1579111	28.70	9	55
scaffold_26	96469	3563002	36.93	0	321
scaffold_26_region	31656	1162552	36.72	9	73
scaffold_27	96408	3314136	34.38	0	471
scaffold_27_region	61192	1940842	31.72	11	67
scaffold_28	95980	3260970	33.98	0	496
scaffold_28_region	63561	2008999	31.61	10	65
scaffold_29	95367	3536211	37.08	3	307
scaffold_29_region	41523	1439148	34.66	13	67
scaffold_30	95002	4468671	47.04	0	490
scaffold_30_region	58222	2647097	45.47	16	134
scaffold_31	94780	3166436	33.41	0	261
scaffold_31_region	62769	2034972	32.42	11	64
scaffold_32	94721	3290100	34.73	0	476
scaffold_32_region	63824	1933669	30.30	8	60
scaffold_33	94561	3312330	35.03	0	300
scaffold_33_region	57795	1953438	33.80	13	66
scaffold_34	94416	2858369	30.27	0	203
scaffold_34_region	43297	1255456	29.00	8	63
scaffold_35	94408	2675143	28.34	0	207
scaffold_35_region	65542	1675219	25.56	9	50
scaffold_36	94402	2907202	30.80	0	174
scaffold_36_region	44900	1402863	31.24	7	120
scaffold_37	93900	3348561	35.66	0	350
scaffold_37_region	57648	2036349	35.32	13	68
scaffold_38	93510	3130248	33.48	0	369
scaffold_38_region	71315	2205941	30.93	9	64
scaffold_39	93093	4463327	47.94	0	630
scaffold_39_region	37448	1438206	38.41	16	67
scaffold_40	92821	3579358	38.56	4	534
scaffold_40_region	43717	1499137	34.29	13	64
scaffold_41	92666	2851733	30.77	1	732
scaffold_41_region	56405	1482646	26.29	5	62
scaffold_42	92073	3006575	32.65	0	386
scaffold_42_region	54849	1575428	28.72	11	60
scaffold_43	91845	3769664	41.04	0	374
scaffold_43_region	42097	1317457	31.30	0	61
