chrom	length	bases	mean	min	max
scaffold_1	207710	6267539	30.17	3	77
scaffold_1_region	110592	3188599	28.83	12	42
scaffold_2	165858	5886104	35.49	2	301
scaffold_2_region	96880	3340658	34.48	8	64
scaffold_3	156334	5136807	32.86	4	84
scaffold_3_region	80928	2699434	33.36	9	57
scaffold_4	151503	4851737	32.02	11	51
scaffold_4_region	113818	3673513	32.28	11	51
scaffold_5	149530	4444278	29.72	9	45
scaffold_5_region	101407	3057042	30.15	11	45
scaffold_6	147813	4588687	31.04	1	57
scaffold_6_region	89247	2800672	31.38	14	51
scaffold_7	145703	5719988	39.26	0	205
scaffold_7_region	61307	1913384	31.21	9	46
scaffold_8	141466	4951303	35.00	0	139
scaffold_8_region	86742	2744828	31.64	1	49
scaffold_9	141163	4728894	33.50	7	113
scaffold_9_region	93151	2994640	32.15	11	113
scaffold_10	139054	4312638	31.01	6	77
scaffold_10_region	89583	2651590	29.60	6	46
scaffold_11	133792	3961612	29.61	0	63
scaffold_11_region	74834	2291322	30.62	15	46
scaffold_12	133642	3964300	29.66	10	49
scaffold_12_region	91876	2816447	30.65	11	49
scaffold_13	132829	3988638	30.03	4	134
scaffold_13_region	69008	2001560	29.00	8	52
scaffold_14	132109	4152474	31.43	0	51
scaffold_14_region	95599	2968584	31.05	0	51
scaffold_15	131752	3959432	30.05	1	66
scaffold_15_region	79347	2394772	30.18	9	43
scaffold_16	131420	3694304	28.11	0	88
scaffold_16_region	66108	1962516	29.69	0	45
scaffold_17	131132	3718205	28.35	3	48
scaffold_17_region	72903	2175756	29.84	12	47
scaffold_18	130594	3876481	29.68	2	55
scaffold_18_region	85881	2611341	30.41	12	55
scaffold_19	130359	3946033	30.27	6	87
scaffold_19_region	70236	2064763	29.40	9	47
scaffold_20	128736	4218906	32.77	2	240
scaffold_20_region	36102	1076578	29.82	12	45
scaffold_21	124489	5287713	42.48	2	187
scaffold_21_region	50808	1578678	31.07	14	51
scaffold_22	124195	3722080	29.97	9	49
scaffold_22_region	79784	2428710	30.44	9	47
scaffold_23	122565	4489586	36.63	2	176
scaffold_23_region	79761	2370237	29.72	12	44
scaffold_24	122561	3682576	30.05	3	67
scaffold_24_region	57236	1607950	28.09	8	47
scaffold_25	122209	2279759	18.65	5	63
scaffold_25_region	58286	1004874	17.24	7	25
scaffold_26	121142	4077076	33.66	9	55
scaffold_26_region	89957	3066561	34.09	14	55
scaffold_27	120679	4237303	35.11	1	100
scaffold_27_region	36416	1109537	30.47	13	58
scaffold_28	120135	4244823	35.33	0	121
scaffold_28_region	51933	1735646	33.42	14	47
scaffold_29	119776	4200908	35.07	3	629
scaffold_29_region	78051	1765378	22.62	10	40
scaffold_30	119703	1162509834	9711.62	67	27903
scaffold_30_region	30501	378724980	12416.81	1844	26968
scaffold_31	119639	5367745	44.87	0	161
scaffold_31_region	39651	1215539	30.66	17	41
scaffold_32	118487	3475191	29.33	10	63
scaffold_32_region	71893	2137629	29.73	12	52
scaffold_33	118220	4013548	33.95	8	68
scaffold_33_region	44471	1458930	32.81	12	63
scaffold_34	118048	4469053	37.86	0	97
scaffold_34_region	53837	1635458	30.38	15	43
scaffold_35	118000	2147361	18.20	4	43
scaffold_35_region	79436	1561136	19.65	5	43
scaffold_36	117433	3390191	28.87	0	67
scaffold_36_region	74167	2191634	29.55	7	50
scaffold_37	117371	3902654	33.25	12	126
scaffold_37_region	74870	2304098	30.77	12	54
scaffold_38	117205	3818353	32.58	0	57
scaffold_38_region	94126	3097052	32.90	10	57
scaffold_39	116932	3788425	32.40	1	73
scaffold_39_region	63976	2102130	32.86	13	49
scaffold_40	114786	3400094	29.62	1	122
scaffold_40_region	64345	1885122	29.30	8	45
scaffold_41	114632	3479734	30.36	3	77
scaffold_41_region	64573	1981883	30.69	10	65
scaffold_42	113782	3734730	32.82	9	58
scaffold_42_region	84109	2756399	32.77	11	54
scaffold_43	113666	4010574	35.28	5	104
scaffold_43_region	72481	2410712	33.26	13	85
scaffold_44	112564	3788843	33.66	9	96
scaffold_44_region	79994	2577573	32.22	10	47
scaffold_45	112220	2281762	20.33	0	44
scaffold_45_region	66749	1357711	20.34	0	44
scaffold_46	112093	3177406	28.35	1	61
scaffold_46_region	59959	1836063	30.62	14	46
scaffold_47	112028	3397150	30.32	1	65
scaffold_47_region	53600	1659911	30.97	10	47
scaffold_48	111585	1866751	16.73	0	47
scaffold_48_region	58622	1003702	17.12	6	28
scaffold_49	110022	3641820	33.10	12	57
scaffold_49_region	80351	2675603	33.30	12	57
scaffold_50	109827	4104145	37.37	11	238
scaffold_50_region	82018	2715492	33.11	12	61
scaffold_51	109810	3214967	29.28	10	47
scaffold_51_region	81998	2415009	29.45	12	47
scaffold_52	109646	3700128	33.75	0	60
scaffold_52_region	51081	1677045	32.83	12	50
scaffold_53	109180	3559731	32.60	10	92
scaffold_53_region	62809	1852856	29.50	10	49
scaffold_54	108996	3546240	32.54	2	105
scaffold_54_region	23439	692506	29.55	11	40
scaffold_55	108303	3488086	32.21	0	49
scaffold_55_region	73941	2501425	33.83	14	49
scaffold_56	108269	2681963	24.77	6	45
scaffold_56_region	56363	1373368	24.37	9	39
scaffold_57	108259	3663907	33.84	2	175
scaffold_57_region	46111	1334958	28.95	7	48
scaffold_58	108199	3315371	30.64	10	53
scaffold_58_region	58036	1786624	30.78	10	53
scaffold_59	106399	2451536	23.04	6	53
scaffold_59_region	63217	1335648	21.13	9	37
scaffold_60	104641	3592333	34.33	9	79
scaffold_60_region	59388	1757112	29.59	12	57
scaffold_61	104632	3416587	32.65	11	71
scaffold_61_region	81142	2572319	31.70	15	55
scaffold_62	104487	4019825	38.47	8	100
scaffold_62_region	56866	1971460	34.67	18	50
scaffold_63	104275	3055730	29.30	3	78
scaffold_63_region	52398	1462887	27.92	10	44
scaffold_64	103916	4181365	40.24	0	603
scaffold_64_region	65688	1324900	20.17	0	45
scaffold_65	103730	3270891	31.53	0	82
scaffold_65_region	40827	1246720	30.54	14	42
scaffold_66	103232	3224394	31.23	2	98
scaffold_66_region	71339	2111675	29.60	12	46
scaffold_67	102353	4298370	42.00	0	76
scaffold_67_region	7730	290650	37.60	6	54
scaffold_68	102321	1798353	17.58	5	29
scaffold_68_region	48348	874581	18.09	6	27
scaffold_69	101920	3233174	31.72	12	59
scaffold_69_region	68993	2114601	30.65	12	43
scaffold_70	101476	4007051	39.49	2	130
scaffold_70_region	46886	1656588	35.33	15	119
scaffold_71	101260	3552477	35.08	0	111
scaffold_71_region	51985	1676273	32.25	10	47
scaffold_72	101147	5846211	57.80	8	314
scaffold_72_region	39512	1334951	33.79	16	51
scaffold_73	100975	3654525	36.19	6	88
scaffold_73_region	46930	1639052	34.93	15	53
scaffold_74	100868	3411439	33.82	10	87
scaffold_74_region	52438	1395071	26.60	11	40
scaffold_75	98940	2829108	28.59	6	52
scaffold_75_region	73347	2100111	28.63	6	44
scaffold_76	98923	3085635	31.19	4	68
scaffold_76_region	54223	1631740	30.09	11	46
scaffold_77	98645	5742546	58.21	6	220
scaffold_77_region	25536	1496585	58.61	16	138
scaffold_78	98107	2782535	28.36	10	69
scaffold_78_region	46547	1196341	25.70	11	48
scaffold_79	97307	2846984	29.26	0	73
scaffold_79_region	73440	2118379	28.85	11	47
scaffold_80	97271	5705725	58.66	1	112
scaffold_80_region	1973	120216	60.93	36	95
scaffold_81	97146	3938171	40.54	7	144
scaffold_81_region	34933	1004741	28.76	14	49
scaffold_82	96665	1721335	17.81	5	34
scaffold_82_region	38345	657632	17.15	5	31
scaffold_83	95248	3165139	33.23	6	91
scaffold_83_region	58486	1923261	32.88	12	54
scaffold_84	94921	2715408	28.61	5	56
scaffold_84_region	35734	978284	27.38	5	40
scaffold_85	94627	2935165	31.02	9	75
scaffold_85_region	43794	1249723	28.54	9	71
scaffold_86	94595	1894097	20.02	4	57
scaffold_86_region	41063	787314	19.17	5	33
scaffold_87	94453	3713757	39.32	0	81
scaffold_87_region	34426	1462949	42.50	12	60
scaffold_88	94226	3236202	34.35	1	128
scaffold_88_region	57071	1758725	30.82	16	87
scaffold_89	94051	3876093	41.21	4	296
scaffold_89_region	35679	1222134	34.25	12	89
scaffold_90	93640	2588966	27.65	0	59
scaffold_90_region	41723	1304322	31.26	13	56
scaffold_91	93575	1733277	18.52	7	49
scaffold_91_region	42516	768988	18.09	7	28
scaffold_92	93531	2941426	31.45	1	80
scaffold_92_region	47218	1495624	31.67	17	51
scaffold_93	93420	3256223	34.86	0	132
scaffold_93_region	44279	1381594	31.20	11	76
scaffold_94	93333	3551327	38.05	0	120
scaffold_94_region	58894	1996191	33.89	2	46
scaffold_95	93155	2633543	28.27	3	46
scaffold_95_region	48562	1517794	31.25	16	42
scaffold_96	93109	3010482	32.33	4	63
scaffold_96_region	52955	1730163	32.67	4	61
scaffold_97	92685	2840568	30.65	8	54
scaffold_97_region	57682	1687956	29.26	8	45
scaffold_98	92524	2510021	27.13	3	45
scaffold_98_region	58517	1622690	27.73	12	45
scaffold_99	91878	2881978	31.37	2	81
scaffold_99_region	57398	1802441	31.40	12	58
scaffold_100	91759	5165915	56.30	0	130
scaffold_100_region	1601	95241	59.49	14	85
scaffold_101	91697	2866347	31.26	1	116
scaffold_101_region	19815	561154	28.32	14	39
scaffold_102	91375	2489567	27.25	8	60
scaffold_102_region	55406	1494891	26.98	10	45
scaffold_103	91207	2976094	32.63	10	88
scaffold_103_region	58003	1925523	33.20	15	54
scaffold_104	91171	2737794	30.03	0	49
scaffold_104_region	65466	2019738	30.85	10	49
scaffold_105	91162	535704691	5876.40	4	16133
scaffold_105_region	10891	70812701	6501.95	173	15650
scaffold_106	91030	1642714	18.05	7	32
scaffold_106_region	52828	1001188	18.95	7	32
scaffold_107	90997	1595002	17.53	2	30
scaffold_107_region	38561	640297	16.60	7	27
scaffold_108	90811	2907172	32.01	1	88
scaffold_108_region	54946	1781569	32.42	13	47
scaffold_109	90770	3118875	34.36	4	82
scaffold_109_region	53002	1732638	32.69	14	68
scaffold_110	90745	2438299	26.87	1	42
scaffold_110_region	48269	1356655	28.11	12	42
scaffold_111	90729	2881301	31.76	0	70
scaffold_111_region	40956	1217094	29.72	11	70
scaffold_112	90251	3183978	35.28	5	64
scaffold_112_region	52865	1731123	32.75	9	45
scaffold_113	90180	2674853	29.66	2	60
scaffold_113_region	60164	1830045	30.42	14	48
scaffold_114	90046	3117428	34.62	0	81
scaffold_114_region	35904	1230486	34.27	12	52
scaffold_115	89988	2941660	32.69	0	73
scaffold_115_region	41881	1431087	34.17	6	62
scaffold_116	89898	2900706	32.27	7	68
scaffold_116_region	50435	1690487	33.52	10	59
scaffold_117	89463	2792568	31.21	2	64
scaffold_117_region	40954	1184439	28.92	10	48
scaffold_118	89445	2705455	30.25	3	81
scaffold_118_region	40063	1191017	29.73	9	44
scaffold_119	89290	2716445	30.42	3	56
scaffold_119_region	51175	1688508	32.99	14	49
scaffold_120	89242	1638375	18.36	3	41
scaffold_120_region	37469	656346	17.52	3	29
scaffold_121	89126	2681704	30.09	0	78
scaffold_121_region	59308	1765017	29.76	16	45
scaffold_122	88964	2715284	30.52	9	64
scaffold_122_region	50765	1644362	32.39	9	64
