chrom	length	bases	mean	min	max
scaffold_1	178727	8698279	48.67	0	203
scaffold_1_region	109401	5404333	49.40	17	97
scaffold_2	169477	8317606	49.08	0	256
scaffold_2_region	50815	2542366	50.03	20	92
scaffold_3	164936	39460613	239.25	0	1952
scaffold_3_region	9171	1927000	210.12	43	567
scaffold_4	162459	10181803	62.67	0	1426
scaffold_4_region	57608	2704594	46.95	11	96
scaffold_5	157566	7202982	45.71	0	989
scaffold_5_region	101303	4287227	42.32	0	107
scaffold_6	157331	8055217	51.20	0	393
scaffold_6_region	79508	3850279	48.43	16	90
scaffold_7	156811	7740890	49.36	0	1321
scaffold_7_region	92608	4218876	45.56	0	89
scaffold_8	149558	7264243	48.57	0	325
scaffold_8_region	94207	4623535	49.08	18	89
scaffold_9	146551	6752880	46.08	0	178
scaffold_9_region	93481	4422022	47.30	2	178
scaffold_10	136491	45368514	332.39	1	2096
scaffold_10_region	2277	1078797	473.78	127	1647
scaffold_11	136349	7500742	55.01	0	756
scaffold_11_region	70541	3440343	48.77	12	113
scaffold_12	134972	6439212	47.71	0	311
scaffold_12_region	46749	2382442	50.96	0	147
scaffold_13	134093	7772983	57.97	0	1560
scaffold_13_region	64486	3223581	49.99	16	123
scaffold_14	132655	6573647	49.55	0	288
scaffold_14_region	67765	3276244	48.35	11	117
scaffold_15	129522	6331398	48.88	0	239
scaffold_15_region	79134	3960075	50.04	0	136
scaffold_16	128778	6554787	50.90	0	153
scaffold_16_region	77073	3919675	50.86	14	110
scaffold_17	125222	6672627	53.29	0	726
scaffold_17_region	81816	3987422	48.74	14	104
scaffold_18	125118	7447900	59.53	0	614
scaffold_18_region	49377	2564706	51.94	10	129
scaffold_19	124594	7962267	63.91	0	161
scaffold_19_region	23599	1990916	84.36	0	158
scaffold_20	124362	7251547	58.31	0	610
scaffold_20_region	48140	2316452	48.12	12	145
scaffold_21	119289	5698398	47.77	0	96
scaffold_21_region	68205	3330317	48.83	16	87
scaffold_22	118100	5680298	48.10	0	365
scaffold_22_region	76656	3711613	48.42	13	89
scaffold_23	118027	5710237	48.38	2	171
scaffold_23_region	86160	4129064	47.92	18	87
scaffold_24	116362	6103121	52.45	4	490
scaffold_24_region	60142	2868925	47.70	16	89
scaffold_25	116313	6061489	52.11	1	657
scaffold_25_region	72936	3588691	49.20	15	97
scaffold_26	115949	5841770	50.38	0	237
scaffold_26_region	70726	3340709	47.23	17	87
scaffold_27	115264	6019449	52.22	0	336
scaffold_27_region	69547	3461756	49.78	21	128
scaffold_28	115146	5383686	46.76	0	213
scaffold_28_region	50472	2430729	48.16	9	92
scaffold_29	114987	6262353	54.46	2	416
scaffold_29_region	65079	3395259	52.17	13	151
