chrom	length	bases	mean	min	max
scaffold_1	256156	8385223	32.73	0	73
scaffold_1_region	155633	5394918	34.66	9	57
scaffold_2	225290	7267689	32.26	1	58
scaffold_2_region	153084	5101050	33.32	12	53
scaffold_3	210451	7517866	35.72	1	120
scaffold_3_region	100892	3497290	34.66	12	51
scaffold_4	206324	8684801	42.09	0	66
scaffold_4_region	43628	1889808	43.32	6	64
scaffold_5	192499	6288352	32.67	0	66
scaffold_5_region	56442	1959339	34.71	15	56
scaffold_6	185265	5774800	31.17	4	48
scaffold_6_region	113060	3643115	32.22	13	47
scaffold_7	166648	5782799	34.70	1	103
scaffold_7_region	108713	3545687	32.62	13	50
scaffold_8	166313	5583727	33.57	0	134
scaffold_8_region	86390	3226671	37.35	17	55
scaffold_9	162876	5982232	36.73	3	156
scaffold_9_region	49798	1718398	34.51	10	55
scaffold_10	160482	2699677	16.82	0	30
scaffold_10_region	108173	1842399	17.03	0	30
scaffold_11	159592	5056481	31.68	2	109
scaffold_11_region	97926	3209480	32.77	7	53
scaffold_12	159248	6487608	40.74	10	215
scaffold_12_region	49245	1730848	35.15	16	50
scaffold_13	158848	4178668	26.31	0	47
scaffold_13_region	92728	2754395	29.70	7	47
scaffold_14	154651	5643013	36.49	1	157
scaffold_14_region	37408	1253645	33.51	17	54
scaffold_15	153866	3259689	21.19	0	39
scaffold_15_region	85550	1897158	22.18	0	39
scaffold_16	152707	4233379	27.72	1	44
scaffold_16_region	84601	2461397	29.09	12	44
scaffold_17	152359	4623404	30.35	0	55
scaffold_17_region	48825	1539257	31.53	7	53
scaffold_18	151220	4714701	31.18	1	55
scaffold_18_region	86144	2733036	31.73	8	49
scaffold_19	147081	5718146	38.88	1	204
scaffold_19_region	49277	1045071	21.21	4	70
scaffold_20	146949	2727662	18.56	1	75
scaffold_20_region	64753	1076224	16.62	5	29
scaffold_21	146841	3689806	25.13	6	45
scaffold_21_region	97736	2623943	26.85	8	45
scaffold_22	145958	5274183	36.13	12	113
scaffold_22_region	102509	3399576	33.16	15	58
scaffold_23	145864	2707242	18.56	0	46
