chrom	length	bases	mean	min	max
scaffold_1	256156	7712846	30.11	0	210
scaffold_1_region	155633	4866013	31.27	0	67
scaffold_2	225290	6979657	30.98	0	207
scaffold_2_region	153084	4919988	32.14	5	78
scaffold_3	210451	7009941	33.31	0	465
scaffold_3_region	100892	3252679	32.24	3	62
scaffold_4	206324	9294887	45.05	0	1761
scaffold_4_region	43628	1669654	38.27	0	89
scaffold_5	192499	6119938	31.79	0	215
scaffold_5_region	56442	1831074	32.44	11	59
scaffold_6	185265	5745075	31.01	0	73
scaffold_6_region	113060	3643319	32.22	1	64
scaffold_7	166648	5719883	34.32	0	113
scaffold_7_region	108713	3656552	33.63	7	65
scaffold_8	166313	5188088	31.19	0	108
scaffold_8_region	86390	2878478	33.32	10	70
scaffold_9	162876	5352734	32.86	0	587
scaffold_9_region	49798	1695091	34.04	2	60
scaffold_10	160482	2617203	16.31	0	75
scaffold_10_region	108173	1775793	16.42	0	42
scaffold_11	159592	5262861	32.98	0	589
scaffold_11_region	97926	3170042	32.37	4	64
scaffold_12	159248	5419778	34.03	0	159
scaffold_12_region	49245	1681338	34.14	8	59
scaffold_13	158848	4036629	25.41	0	71
scaffold_13_region	92728	2774024	29.92	0	71
scaffold_14	154651	5507563	35.61	0	335
scaffold_14_region	37408	1212587	32.42	8	61
scaffold_15	153866	3176391	20.64	0	70
scaffold_15_region	85550	1932933	22.59	0	64
scaffold_16	152707	4193710	27.46	0	60
scaffold_16_region	84601	2589367	30.61	5	59
scaffold_17	152359	4790195	31.44	0	163
scaffold_17_region	48825	1622706	33.24	5	67
scaffold_18	151220	4594421	30.38	0	84
scaffold_18_region	86144	2771422	32.17	7	70
scaffold_19	147081	5273473	35.85	0	533
scaffold_19_region	49277	1002940	20.35	2	89
scaffold_20	146949	2617753	17.81	0	84
scaffold_20_region	64753	1130542	17.46	1	48
scaffold_21	146841	3462689	23.58	0	62
scaffold_21_region	97736	2451508	25.08	0	62
scaffold_22	145958	5143176	35.24	0	211
scaffold_22_region	102509	3498853	34.13	4	69
scaffold_23	145864	2863092	19.63	0	774
scaffold_23_region	57913	997368	17.22	0	57
scaffold_24	145706	5080115	34.87	0	116
scaffold_24_region	36163	1242672	34.36	12	109
scaffold_25	144768	4552413	31.45	0	122
scaffold_25_region	92136	2974747	32.29	10	92
scaffold_26	144760	4237522	29.27	0	129
scaffold_26_region	71529	2255740	31.54	9	76
scaffold_27	144587	2776711	19.20	0	249
scaffold_27_region	72735	1275415	17.54	4	41
scaffold_28	141858	4546341	32.05	0	174
scaffold_28_region	81544	2721926	33.38	5	62
scaffold_29	141338	2369509	16.76	0	80
scaffold_29_region	70052	1225250	17.49	2	50
scaffold_30	138781	3760379	27.10	0	423
scaffold_30_region	66340	1802190	27.17	1	68
scaffold_31	138295	4150514	30.01	0	213
scaffold_31_region	59416	1913291	32.20	6	66
scaffold_32	138261	2387445	17.27	0	103
scaffold_32_region	70711	1258127	17.79	0	50
scaffold_33	137682	4354368	31.63	0	161
scaffold_33_region	88929	2954714	33.23	5	84
scaffold_34	137325	4235597	30.84	0	97
scaffold_34_region	85352	2784234	32.62	7	67
scaffold_35	135764	4459677	32.85	0	162
scaffold_35_region	89779	3022958	33.67	0	66
scaffold_36	134977	1971140	14.60	0	119
scaffold_36_region	60576	827106	13.65	2	32
scaffold_37	134296	3830230	28.52	0	68
scaffold_37_region	68585	2228967	32.50	9	64
scaffold_38	133677	2244509	16.79	0	122
scaffold_38_region	70418	1172594	16.65	1	48
scaffold_39	133598	3714877	27.81	0	82
scaffold_39_region	78275	2405765	30.73	5	82
scaffold_40	132387	4067924	30.73	0	310
scaffold_40_region	46855	1496880	31.95	1	60
scaffold_41	132145	2137341	16.17	0	59
scaffold_41_region	60978	1001381	16.42	2	39
scaffold_42	131569	2303406	17.51	0	103
scaffold_42_region	74002	1316731	17.79	1	52
scaffold_43	131229	4293213	32.72	0	197
scaffold_43_region	55289	1777630	32.15	7	59
scaffold_44	131115	8632371	65.84	0	4764
scaffold_44_region	28204	951097	33.72	10	66
scaffold_45	129784	3909240	30.12	0	266
scaffold_45_region	59291	1611032	27.17	1	64
scaffold_46	128669	3618187	28.12	0	258
scaffold_46_region	42959	1176823	27.39	3	62
scaffold_47	127684	4045026	31.68	0	90
scaffold_47_region	77637	2453521	31.60	4	60
scaffold_48	127646	4472533	35.04	0	240
scaffold_48_region	102521	3502712	34.17	9	67
scaffold_49	127118	3618216	28.46	0	221
scaffold_49_region	77691	2417153	31.11	0	60
scaffold_50	126701	2903123	22.91	0	99
scaffold_50_region	63744	1665931	26.13	0	59
scaffold_51	126309	3879503	30.71	0	67
scaffold_51_region	63160	2015657	31.91	8	67
scaffold_52	126248	3760595	29.79	0	101
scaffold_52_region	69707	2364342	33.92	9	77
scaffold_53	126115	4040475	32.04	0	142
scaffold_53_region	82782	2791058	33.72	7	64
scaffold_54	125991	3645645	28.94	0	178
scaffold_54_region	53946	1562113	28.96	4	66
scaffold_55	125529	3888569	30.98	0	91
scaffold_55_region	80800	2562579	31.72	6	60
scaffold_56	124978	3870786	30.97	0	120
scaffold_56_region	67413	2197244	32.59	0	61
scaffold_57	124325	3743223	30.11	0	272
scaffold_57_region	41503	1214260	29.26	6	68
scaffold_58	124097	3963592	31.94	0	148
scaffold_58_region	66968	2204560	32.92	9	66
scaffold_59	124082	1920997	15.48	0	100
scaffold_59_region	75979	1176207	15.48	0	40
scaffold_60	123675	3798759	30.72	0	64
scaffold_60_region	87518	2719813	31.08	0	61
scaffold_61	123163	3947998	32.06	0	208
scaffold_61_region	76005	2473344	32.54	0	62
scaffold_62	122141	3365303	27.55	0	167
scaffold_62_region	41574	1315345	31.64	9	60
scaffold_63	122119	2113536	17.31	0	131
scaffold_63_region	53899	931492	17.28	1	56
scaffold_64	121687	3807237	31.29	0	190
scaffold_64_region	62481	2044950	32.73	12	63
scaffold_65	121473	2022897	16.65	0	82
scaffold_65_region	50992	840909	16.49	3	35
scaffold_66	120948	4018166	33.22	0	259
scaffold_66_region	83764	2675731	31.94	8	73
scaffold_67	120545	3725551	30.91	0	90
scaffold_67_region	75807	2480973	32.73	10	67
scaffold_68	120289	3691005	30.68	0	85
scaffold_68_region	61346	2015809	32.86	2	64
scaffold_69	120081	2048701	17.06	0	84
scaffold_69_region	44866	779423	17.37	3	46
scaffold_70	119813	3905113	32.59	0	186
scaffold_70_region	78501	2563577	32.66	8	59
scaffold_71	119578	3687317	30.84	0	80
scaffold_71_region	81429	2661330	32.68	9	80
scaffold_72	118929	3453273	29.04	0	189
scaffold_72_region	16242	531179	32.70	7	59
scaffold_73	118105	3561293	30.15	0	104
scaffold_73_region	52472	1708335	32.56	9	65
scaffold_74	117326	3576252	30.48	0	306
scaffold_74_region	69041	2163055	31.33	6	65
scaffold_75	117236	3505315	29.90	0	258
scaffold_75_region	65914	2119775	32.16	1	60
scaffold_76	116430	3434650	29.50	0	122
scaffold_76_region	57446	1860427	32.39	4	65
scaffold_77	115803	3539188	30.56	0	294
scaffold_77_region	23662	810010	34.23	10	60
scaffold_78	115710	3374515	29.16	0	148
scaffold_78_region	65058	2028740	31.18	0	72
scaffold_79	115668	3688441	31.89	0	243
scaffold_79_region	32121	1085479	33.79	12	61
scaffold_80	115664	4079124	35.27	0	866
scaffold_80_region	71037	2436028	34.29	12	76
scaffold_81	114757	2133944	18.60	2	240
scaffold_81_region	67337	1159082	17.21	2	36
scaffold_82	114360	2344632	20.50	0	261
scaffold_82_region	54728	931213	17.02	2	41
scaffold_83	113880	3390152	29.77	0	381
scaffold_83_region	55441	1639879	29.58	2	60
scaffold_84	113599	3787177	33.34	0	369
scaffold_84_region	62158	2000006	32.18	11	70
scaffold_85	113074	3498743	30.94	0	609
scaffold_85_region	61293	2146161	35.01	0	609
scaffold_86	111944	4014046	35.86	0	366
scaffold_86_region	27961	966225	34.56	14	72
scaffold_87	111733	3377624	30.23	0	110
scaffold_87_region	52861	1729077	32.71	11	63
scaffold_88	111692	3686293	33.00	0	223
scaffold_88_region	54882	1839536	33.52	12	59
scaffold_89	111526	3675265	32.95	0	86
scaffold_89_region	57578	1983087	34.44	5	81
scaffold_90	111218	3100486	27.88	0	97
scaffold_90_region	51126	1584047	30.98	5	65
scaffold_91	110640	3525817	31.87	0	203
scaffold_91_region	65052	2177413	33.47	9	63
scaffold_92	110639	3631115	32.82	0	241
scaffold_92_region	23815	787744	33.08	0	64
scaffold_93	110621	3447456	31.16	0	65
scaffold_93_region	80327	2511181	31.26	2	65
scaffold_94	110097	3616373	32.85	0	141
scaffold_94_region	48266	1574909	32.63	11	73
scaffold_95	110045	3640287	33.08	0	219
scaffold_95_region	48878	1689626	34.57	10	70
scaffold_96	109912	2199905	20.02	0	136
scaffold_96_region	43674	745913	17.08	3	37
scaffold_97	109659	3025835	27.59	0	94
scaffold_97_region	58586	1642726	28.04	0	60
scaffold_98	109427	5228761	47.78	0	270
scaffold_98_region	35261	1425195	40.42	10	229
scaffold_99	109189	3168569	29.02	0	188
scaffold_99_region	63043	1964317	31.16	5	58
scaffold_100	109007	3371266	30.93	0	89
scaffold_100_region	63295	2158035	34.09	12	89
scaffold_101	108952	3981455	36.54	0	505
scaffold_101_region	17900	564918	31.56	9	63
scaffold_102	108881	1877477	17.24	0	65
scaffold_102_region	41406	748813	18.08	0	47
scaffold_103	108571	3181936	29.31	0	62
scaffold_103_region	73469	2210977	30.09	2	62
scaffold_104	108554	3476985	32.03	0	100
scaffold_104_region	33962	1121019	33.01	14	60
scaffold_105	108412	2494076	23.01	0	98
scaffold_105_region	52635	1358547	25.81	2	57
scaffold_106	108385	3005990	27.73	0	666
scaffold_106_region	63131	1810814	28.68	4	59
scaffold_107	107895	2912986	27.00	0	64
scaffold_107_region	76373	2241136	29.34	5	64
scaffold_108	107380	2042119	19.02	0	396
scaffold_108_region	49325	972043	19.71	1	396
scaffold_109	107093	3317792	30.98	0	149
scaffold_109_region	54729	1661017	30.35	5	68
scaffold_110	107046	1857378	17.35	0	69
scaffold_110_region	41737	707633	16.95	0	39
scaffold_111	106925	1857245	17.37	0	81
scaffold_111_region	38050	647288	17.01	4	37
scaffold_112	106913	3516293	32.89	0	219
scaffold_112_region	75669	2487151	32.87	4	64
scaffold_113	106883	1759777	16.46	2	44
scaffold_113_region	56400	945214	16.76	2	44
scaffold_114	106511	3727959	35.00	0	411
scaffold_114_region	52404	1554397	29.66	3	64
scaffold_115	106465	3143798	29.53	0	1420
scaffold_115_region	42658	1405793	32.95	0	78
scaffold_116	106270	3246101	30.55	0	287
scaffold_116_region	44818	1485748	33.15	0	81
scaffold_117	105974	3566986	33.66	0	114
scaffold_117_region	63491	2101520	33.10	10	59
scaffold_118	105680	3120176	29.52	0	62
scaffold_118_region	71500	2309470	32.30	4	60
scaffold_119	105388	3360905	31.89	0	194
scaffold_119_region	59509	1910256	32.10	0	74
scaffold_120	105354	3235182	30.71	0	132
scaffold_120_region	52009	1738973	33.44	8	68
scaffold_121	104520	3297479	31.55	0	81
scaffold_121_region	63925	2075586	32.47	5	67
scaffold_122	104481	3936238	37.67	0	544
scaffold_122_region	35373	1297961	36.69	10	76
scaffold_123	104323	3524793	33.79	0	101
scaffold_123_region	65672	2181286	33.21	10	71
scaffold_124	104165	3245154	31.15	0	72
scaffold_124_region	56565	1911401	33.79	10	61
scaffold_125	104126	3273391	31.44	0	96
scaffold_125_region	42383	1357224	32.02	7	61
scaffold_126	103850	1753353	16.88	0	44
scaffold_126_region	56024	964146	17.21	0	39
scaffold_127	103677	3452154	33.30	0	162
scaffold_127_region	52732	1729524	32.80	10	62
scaffold_128	103577	3140314	30.32	0	163
scaffold_128_region	56964	1867216	32.78	8	88
scaffold_129	103221	7177567	69.54	0	2628
scaffold_129_region	48244	1702199	35.28	0	88
scaffold_130	102491	3092682	30.18	0	67
scaffold_130_region	56478	1779363	31.51	9	65
scaffold_131	102388	1829204	17.87	0	60
scaffold_131_region	40730	730362	17.93	3	50
scaffold_132	102353	1731010	16.91	0	46
scaffold_132_region	37259	639966	17.18	0	42
scaffold_133	102327	3071530	30.02	0	240
scaffold_133_region	25646	731439	28.52	6	68
scaffold_134	102195	1869123	18.29	0	108
scaffold_134_region	38502	670220	17.41	3	38
scaffold_135	102120	1676521	16.42	3	40
scaffold_135_region	61166	995966	16.28	3	34
scaffold_136	101603	3082737	30.34	0	67
scaffold_136_region	39621	1307069	32.99	12	67
scaffold_137	101578	3159849	31.11	0	420
scaffold_137_region	59497	1704720	28.65	0	97
scaffold_138	101535	3312264	32.62	0	159
scaffold_138_region	38531	1251719	32.49	10	62
scaffold_139	101399	3338913	32.93	0	185
scaffold_139_region	65254	2178040	33.38	0	60
scaffold_140	100950	3218835	31.89	1	79
scaffold_140_region	58975	1946010	33.00	11	63
scaffold_141	100825	3160505	31.35	0	176
scaffold_141_region	27665	876485	31.68	5	61
scaffold_142	100197	3066937	30.61	0	184
scaffold_142_region	55172	1825418	33.09	11	73
scaffold_143	100175	3293778	32.88	0	188
scaffold_143_region	43104	1416849	32.87	12	64
scaffold_144	100105	3134703	31.31	0	303
scaffold_144_region	42227	1376127	32.59	11	65
scaffold_145	99923	1839876	18.41	0	228
scaffold_145_region	53791	910128	16.92	3	39
scaffold_146	99913	3062427	30.65	0	227
scaffold_146_region	45737	1474792	32.25	5	70
scaffold_147	99469	3317609	33.35	0	151
scaffold_147_region	57321	1878737	32.78	11	61
scaffold_148	99230	3339395	33.65	0	549
scaffold_148_region	36719	1204176	32.79	9	64
scaffold_149	99153	3293229	33.21	0	130
scaffold_149_region	48503	1640803	33.83	9	67
scaffold_150	98770	3308379	33.50	0	294
scaffold_150_region	28822	969628	33.64	12	70
scaffold_151	98664	1904981	19.31	0	140
scaffold_151_region	37586	644339	17.14	3	37
scaffold_152	98655	2720616	27.58	0	114
scaffold_152_region	34077	1141008	33.48	5	77
scaffold_153	98598	1633686	16.57	0	40
scaffold_153_region	49379	862658	17.47	2	39
scaffold_154	98436	2761657	28.06	0	78
scaffold_154_region	56870	1841683	32.38	8	68
scaffold_155	98243	1579912	16.08	0	64
scaffold_155_region	40952	686741	16.77	3	38
scaffold_156	98216	1652810	16.83	0	46
scaffold_156_region	36341	607825	16.73	1	36
scaffold_157	97836	1585857	16.21	0	39
scaffold_157_region	55437	920007	16.60	2	39
scaffold_158	97521	2912078	29.86	0	166
scaffold_158_region	60297	1842398	30.56	4	69
scaffold_159	97392	2798853	28.74	0	151
scaffold_159_region	42158	1297072	30.77	5	98
scaffold_160	97049	2812807	28.98	0	115
scaffold_160_region	53267	1702316	31.96	5	58
scaffold_161	97043	2485531	25.61	0	58
scaffold_161_region	61708	1701502	27.57	0	56
scaffold_162	96967	1616734	16.67	0	61
scaffold_162_region	46142	748907	16.23	2	41
scaffold_163	96638	2949192	30.52	0	65
scaffold_163_region	54445	1695321	31.14	4	65
scaffold_164	96560	1552425	16.08	1	52
scaffold_164_region	45008	729279	16.20	3	37
scaffold_165	96521	1550985	16.07	0	88
scaffold_165_region	54087	927320	17.14	0	57
scaffold_166	96335	3176412	32.97	0	266
scaffold_166_region	14130	458497	32.45	4	66
scaffold_167	96323	1870698	19.42	0	74
scaffold_167_region	50618	884197	17.47	3	40
scaffold_168	96302	2989363	31.04	0	137
scaffold_168_region	39278	1347813	34.31	8	69
scaffold_169	96199	1658575	17.24	0	106
scaffold_169_region	34687	551214	15.89	2	33
scaffold_170	95779	1540864	16.09	2	45
scaffold_170_region	52888	869714	16.44	2	41
scaffold_171	95757	1806415	18.86	0	334
scaffold_171_region	36046	600092	16.65	2	40
scaffold_172	95640	3470248	36.28	0	117
scaffold_172_region	34561	1342648	38.85	12	117
scaffold_173	95571	3275525	34.27	0	310
scaffold_173_region	47523	1570706	33.05	7	65
scaffold_174	95201	1535759	16.13	0	69
scaffold_174_region	38089	632855	16.62	2	39
scaffold_175	95197	1581371	16.61	0	43
scaffold_175_region	35256	615497	17.46	2	39
scaffold_176	94936	3002706	31.63	0	217
scaffold_176_region	37936	1252562	33.02	7	66
scaffold_177	94775	1566495	16.53	2	41
scaffold_177_region	37437	623729	16.66	3	40
scaffold_178	94653	3096914	32.72	0	69
scaffold_178_region	54217	1919808	35.41	14	69
scaffold_179	94652	1666854	17.61	0	67
scaffold_179_region	48455	852577	17.60	2	46
scaffold_180	94579	2927238	30.95	0	128
scaffold_180_region	56151	1806919	32.18	2	63
scaffold_181	94451	1593118	16.87	0	89
scaffold_181_region	41656	690239	16.57	0	41
scaffold_182	94154	2948330	31.31	0	85
scaffold_182_region	56815	1793119	31.56	0	85
scaffold_183	94064	1544189	16.42	1	43
scaffold_183_region	57065	960617	16.83	4	43
scaffold_184	93592	1568150	16.76	0	73
scaffold_184_region	42693	733388	17.18	2	44
scaffold_185	93535	2847664	30.44	0	87
scaffold_185_region	45591	1498286	32.86	7	62
scaffold_186	93293	3121760	33.46	0	183
scaffold_186_region	69724	2332724	33.46	5	69
scaffold_187	93124	1670524	17.94	0	223
scaffold_187_region	39014	648665	16.63	3	35
scaffold_188	92993	1753766	18.86	0	219
scaffold_188_region	43371	740586	17.08	3	34
scaffold_189	92799	3124087	33.67	0	342
scaffold_189_region	30202	1002710	33.20	8	66
scaffold_190	92760	2933045	31.62	0	110
scaffold_190_region	44055	1500013	34.05	9	63
scaffold_191	92334	2468982	26.74	0	140
scaffold_191_region	43887	1305888	29.76	6	59
scaffold_192	92005	2671033	29.03	0	97
scaffold_192_region	21776	752841	34.57	6	66
scaffold_193	91974	2925940	31.81	0	72
scaffold_193_region	60092	2009581	33.44	5	66
scaffold_194	91403	1707589	18.68	0	62
scaffold_194_region	48092	1029924	21.42	0	62
scaffold_195	91176	2846071	31.22	0	164
scaffold_195_region	60888	1859383	30.54	5	68
scaffold_196	90735	2927974	32.27	0	223
scaffold_196_region	51213	1656829	32.35	1	67
scaffold_197	90590	2663666	29.40	0	103
scaffold_197_region	58370	1882357	32.25	2	65
scaffold_198	90566	2933853	32.39	0	127
scaffold_198_region	30272	1009088	33.33	11	61
