chrom	length	bases	mean	min	max
scaffold_1	207710	5858767	28.21	0	242
scaffold_1_region	110592	3186836	28.82	9	63
scaffold_2	165858	4885872	29.46	0	385
scaffold_2_region	96880	2926648	30.21	0	106
scaffold_3	156334	4468696	28.58	0	441
scaffold_3_region	80928	2239232	27.67	9	59
scaffold_4	151503	4504054	29.73	0	380
scaffold_4_region	113818	3255269	28.60	8	63
scaffold_5	149530	4299228	28.75	0	95
scaffold_5_region	101407	2944449	29.04	7	64
scaffold_6	147813	4285472	28.99	0	246
scaffold_6_region	89247	2506975	28.09	6	74
scaffold_7	145703	4609559	31.64	0	160
scaffold_7_region	61307	1673638	27.30	6	55
scaffold_8	141466	4057759	28.68	0	112
scaffold_8_region	86742	2331817	26.88	0	78
scaffold_9	141163	3812202	27.01	0	150
scaffold_9_region	93151	2559609	27.48	8	57
scaffold_10	139054	3560683	25.61	0	113
scaffold_10_region	89583	2393550	26.72	3	57
scaffold_11	133792	3611336	26.99	0	138
scaffold_11_region	74834	2128568	28.44	7	61
scaffold_12	133642	3344761	25.03	4	56
scaffold_12_region	91876	2350483	25.58	5	56
scaffold_13	132829	3491040	26.28	0	248
scaffold_13_region	69008	1809604	26.22	3	66
scaffold_14	132109	3930770	29.75	0	77
scaffold_14_region	95599	2917176	30.51	0	65
scaffold_15	131752	3536504	26.84	0	78
scaffold_15_region	79347	2260668	28.49	4	56
scaffold_16	131420	3088803	23.50	0	330
scaffold_16_region	66108	1554997	23.52	0	92
scaffold_17	131132	3367077	25.68	0	70
scaffold_17_region	72903	2019314	27.70	0	57
scaffold_18	130594	3325114	25.46	0	130
scaffold_18_region	85881	2290507	26.67	3	58
scaffold_19	130359	4006446	30.73	1	918
scaffold_19_region	70236	1954423	27.83	6	62
scaffold_20	128736	3112128	24.17	0	643
scaffold_20_region	36102	735539	20.37	4	43
scaffold_21	124489	3632128	29.18	0	315
scaffold_21_region	50808	1326265	26.10	5	61
scaffold_22	124195	3484316	28.06	2	104
scaffold_22_region	79784	2225074	27.89	5	51
scaffold_23	122565	3340081	27.25	0	79
scaffold_23_region	79761	2244163	28.14	9	55
scaffold_24	122561	3319366	27.08	1	141
scaffold_24_region	57236	1565186	27.35	4	55
scaffold_25	122209	1748714	14.31	0	94
scaffold_25_region	58286	804821	13.81	0	35
scaffold_26	121142	3332090	27.51	0	103
scaffold_26_region	89957	2495032	27.74	6	103
scaffold_27	120679	3467193	28.73	0	245
scaffold_27_region	36416	1040893	28.58	5	98
scaffold_28	120135	2727414	22.70	0	143
scaffold_28_region	51933	1198381	23.08	3	51
scaffold_29	119776	3576226	29.86	0	1177
scaffold_29_region	78051	1600180	20.50	4	48
