chrom	length	bases	mean	min	max
scaffold_1	258050	8000116	31.00	0	100
scaffold_1_region	136209	4333031	31.81	11	50
scaffold_2	248132	7891230	31.80	8	108
scaffold_2_region	90518	2801216	30.95	13	56
scaffold_3	240340	7936927	33.02	11	76
scaffold_3_region	127816	4073045	31.87	11	56
scaffold_4	232527	7062149	30.37	10	56
scaffold_4_region	119979	3585788	29.89	11	47
scaffold_5	218268	7453997	34.15	5	191
scaffold_5_region	78910	2456298	31.13	14	47
scaffold_6	216163	7415070	34.30	2	76
scaffold_6_region	101091	3605745	35.67	12	51
scaffold_7	215756	6585969	30.53	7	54
scaffold_7_region	114428	3741507	32.70	10	54
scaffold_8	204092	3652131	17.89	5	50
scaffold_8_region	91847	1574563	17.14	5	29
scaffold_9	200499	6007719	29.96	0	65
scaffold_9_region	100618	2951312	29.33	12	49
scaffold_10	193644	3719678	19.21	6	38
scaffold_10_region	112763	2200591	19.52	6	37
scaffold_11	192184	6535804	34.01	0	87
scaffold_11_region	83048	2545656	30.65	12	48
scaffold_12	190472	5296155	27.81	0	69
scaffold_12_region	78166	2201566	28.17	13	43
scaffold_13	188798	6932397	36.72	6	246
scaffold_13_region	103755	3309967	31.90	11	69
scaffold_14	188592	5881275	31.19	0	80
scaffold_14_region	59493	2025711	34.05	2	60
scaffold_15	184177	5707144	30.99	1	47
scaffold_15_region	101656	3269614	32.16	14	46
scaffold_16	184150	5671054	30.80	0	60
scaffold_16_region	55262	1751799	31.70	14	48
scaffold_17	182989	5219140	28.52	2	59
scaffold_17_region	78934	2142289	27.14	5	54
scaffold_18	180163	5254389	29.16	1	50
scaffold_18_region	88269	2526334	28.62	14	43
scaffold_19	177887	5529801	31.09	8	62
scaffold_19_region	81182	2578048	31.76	10	46
scaffold_20	177768	5282256	29.71	0	181
scaffold_20_region	60617	1790945	29.55	7	47
scaffold_21	176967	5289173	29.89	0	134
scaffold_21_region	62970	1936035	30.75	12	48
scaffold_22	176287	6095125	34.58	0	124
scaffold_22_region	58974	2063574	34.99	18	51
scaffold_23	175766	6320336	35.96	0	187
scaffold_23_region	82760	2660948	32.15	14	49
scaffold_24	175039	3277627	18.73	2	190
scaffold_24_region	89632	1495968	16.69	6	31
scaffold_25	172451	4435550	25.72	1	91
scaffold_25_region	50545	1559498	30.85	12	60
scaffold_26	171572	4178648	24.36	4	49
scaffold_26_region	45184	1314074	29.08	14	44
scaffold_27	169846	5421472	31.92	4	67
scaffold_27_region	73079	2304980	31.54	12	54
scaffold_28	169747	4975563	29.31	1	114
scaffold_28_region	58343	2040064	34.97	13	67
scaffold_29	169516	5274394	31.11	0	70
scaffold_29_region	70883	2334153	32.93	11	50
scaffold_30	169002	5103421	30.20	0	53
scaffold_30_region	85501	2747657	32.14	11	53
scaffold_31	168851	4865461	28.82	6	75
scaffold_31_region	59185	1716404	29.00	13	41
scaffold_32	167463	4897886	29.25	0	56
scaffold_32_region	40570	1319949	32.54	10	45
scaffold_33	165556	4105867	24.80	0	48
scaffold_33_region	63118	1439010	22.80	8	44
scaffold_34	162450	5292839	32.58	0	68
scaffold_34_region	84802	2980499	35.15	14	57
scaffold_35	160431	5570263	34.72	0	132
scaffold_35_region	69984	1962212	28.04	10	40
scaffold_36	159974	4836862	30.24	0	55
scaffold_36_region	72173	2256858	31.27	9	49
scaffold_37	158115	4600660	29.10	0	55
scaffold_37_region	65558	1947674	29.71	0	43
scaffold_38	156265	2586189	16.55	2	38
scaffold_38_region	60703	948007	15.62	7	26
scaffold_39	155734	3986297	25.60	0	46
scaffold_39_region	102598	2721192	26.52	12	45
scaffold_40	154948	4582483	29.57	9	81
scaffold_40_region	49836	1446899	29.03	14	50
scaffold_41	153622	4165575	27.12	0	53
scaffold_41_region	100556	2714474	26.99	0	46
scaffold_42	153425	3011856	19.63	6	59
scaffold_42_region	63634	1144251	17.98	7	42
scaffold_43	150126	4808417	32.03	0	94
scaffold_43_region	55238	1861125	33.69	16	52
scaffold_44	149265	5089617	34.10	0	114
scaffold_44_region	73416	2314544	31.53	16	45
scaffold_45	149036	4346416	29.16	3	63
scaffold_45_region	55414	1531622	27.64	10	48
scaffold_46	147583	4824392	32.69	0	226
scaffold_46_region	42356	1445415	34.13	15	50
scaffold_47	145342	5106524	35.13	1	3034
